Performance_Date,Genre,Band_Name,Venue_Name,State_Abbr,City,TotalRev
3/10/2001,,Juan Rivera                                                                                         ,Anjali's on Puma                                                                                    ,CA,Petaluma                                          ,8552.98
3/15/2001,Gospel,The Watson Players                                                                                  ,Dorothy's                                                                                           ,CA,Redwood City                                      ,78380.63
3/20/2001,,Sad Street                                                                                          ,Ayaka's on Henry                                                                                    ,AR,Texarkana                                         ,7034.06
3/24/2001,Rap,The Heart Posse                                                                                     ,Grant Expressway Bar                                                                                ,CA,Canoga Park                                       ,1772.99
3/27/2001,,The Flawless Summers                                                                                ,Grace's                                                                                             ,Texas,Garland                                           ,7335.43
3/31/2001,Rap,Madison Morison                                                                                     ,Cheetah Expressway Bar                                                                              ,CA,Mission Viejo                                     ,9870.61
4/2/2001,Rock,Tranquil Winter                                                                                     ,Jessica's on Wilson                                                                                 ,AR,Atkins                                            ,18773.93
4/5/2001,Pop,Callous Tomas                                                                                       ,Grace's                                                                                             ,Texas,Garland                                           ,2467.7
4/12/2001,Rap,Mindless Aguilar                                                                                    ,Grace's                                                                                             ,Texas,Garland                                           ,2598.5
5/6/2001,Rap,Rabid Mendoza                                                                                       ,Gang's on Third                                                                                     ,Texas,Fort Stockton                                     ,5893.96
5/15/2001,,Fabulous Class                                                                                      ,Noriko's Bar                                                                                        ,OK,Tulsa                                             ,4048.77
5/22/2001,Classical,Ambitious Chen                                                                                      ,Grace's                                                                                             ,Texas,Garland                                           ,1173.99
5/27/2001,Rap,Funny Hunger                                                                                        ,Gang's on Third                                                                                     ,Texas,Fort Stockton                                     ,3280.42
5/30/2001,,Fabulous Class                                                                                      ,Anjali's on Puma                                                                                    ,CA,Petaluma                                          ,18510.75
6/1/2001,,The Savant Posse                                                                                    ,Madison Road Bar                                                                                    ,CA,Oceanside                                         ,2797.78
6/28/2001,Rap,Mindless Aguilar                                                                                    ,Noriko's Bar                                                                                        ,OK,Tulsa                                             ,7131.37
7/3/2001,,Ryo Watanabe                                                                                        ,Fourth Road Bar and Grill                                                                           ,AZ,Queen Creek                                       ,6656.73
7/4/2001,Jazz,Vagabond Peng                                                                                       ,Grace's                                                                                             ,Texas,Garland                                           ,3557.65
7/6/2001,Rock,Gladden The Storm                                                                                   ,Grace's                                                                                             ,Texas,Garland                                           ,2117.64
7/7/2001,,Juan Rivera                                                                                         ,Anjali's on Puma                                                                                    ,CA,Petaluma                                          ,3472.29
7/8/2001,,Osamu And The Salvations                                                                            ,Yukiko's                                                                                            ,CA,Santee                                            ,8299.88
6/3/2002,,Sad Street                                                                                          ,Tadashi's                                                                                           ,CA,San Jose                                          ,6508.12
6/3/2002,Gospel,The Watson Players                                                                                  ,Noriko's Bar                                                                                        ,OK,Tulsa                                             ,5596.36
6/4/2002,Jazz,Jacob Watson                                                                                        ,Gang's on Third                                                                                     ,Texas,Fort Stockton                                     ,4266.24
6/12/2002,,Absurd Huang                                                                                        ,Dorothy's                                                                                           ,CA,Redwood City                                      ,5147.77
6/12/2002,Pop,Callous Tomas                                                                                       ,Ayaka's on Henry                                                                                    ,AR,Texarkana                                         ,4306.96
6/15/2002,Classical,The Aoki Experiment                                                                                 ,Anjali's on Puma                                                                                    ,CA,Petaluma                                          ,7924.21
6/16/2002,Rap,Dai Liu                                                                                             ,Yukiko's                                                                                            ,CA,Santee                                            ,4824.22
6/17/2002,Pop,The Friendly Project                                                                                ,Jessica's on Wilson                                                                                 ,AR,Atkins                                            ,3709.3
6/20/2002,Gospel,Wicked Road                                                                                         ,Tadashi's                                                                                           ,CA,San Jose                                          ,3074.53
6/22/2002,Jazz,The Exaltation Gamble                                                                               ,Matthew's Bar and Grill                                                                             ,AR,Little Rock                                       ,1553.79
7/1/2002,Classical,Modern John                                                                                         ,Grant Expressway Bar                                                                                ,CA,Canoga Park                                       ,9259.54
7/7/2002,Rap,Funny Hunger                                                                                        ,Gang's on Third                                                                                     ,Texas,Fort Stockton                                     ,2118.64
7/20/2002,Pop,Gang Wang                                                                                           ,Matthew's Bar and Grill                                                                             ,AR,Little Rock                                       ,8855.37
7/21/2002,Gospel,Begin The Meadow                                                                                    ,Dorothy's                                                                                           ,CA,Redwood City                                      ,3854.38
7/27/2002,Pop,Good Anna                                                                                           ,Hiroki's                                                                                            ,LA,Maurepas                                          ,4879.59
8/3/2002,Pop,Lakshmi And The Altars                                                                              ,Yukiko's                                                                                            ,CA,Santee                                            ,4478.2
8/7/2002,Rap,Abigail Morison                                                                                     ,Fourth Road Bar and Grill                                                                           ,AZ,Queen Creek                                       ,49012.18
8/11/2002,,The Savant Posse                                                                                    ,Yukiko's                                                                                            ,CA,Santee                                            ,9637.3
8/19/2002,,Cheng Liang                                                                                         ,Tadashi's                                                                                           ,CA,San Jose                                          ,87923.34
8/22/2002,,Miguel Mendoza                                                                                      ,Madison Road Bar                                                                                    ,CA,Oceanside                                         ,1589.59
8/23/2002,Classical,Graceful Ross                                                                                       ,Anjali's on Puma                                                                                    ,CA,Petaluma                                          ,9098.56
8/28/2002,Jazz,Gladden The Doom                                                                                    ,Hiroki's                                                                                            ,LA,Maurepas                                          ,4064.93
9/8/2002,,Masahiro Tanaka                                                                                     ,Yukiko's                                                                                            ,CA,Santee                                            ,4234.32
9/20/2002,,Cheng Liang                                                                                         ,Amar's Bar and Grill                                                                                ,AR,Fort Smith                                        ,2118.44
10/5/2002,,The Flawless Summers                                                                                ,Fourth Road Bar and Grill                                                                           ,AZ,Queen Creek                                       ,4196.75
10/13/2002,Jazz,The Metal A-Bombs                                                                                   ,Jessica's on Wilson                                                                                 ,AR,Atkins                                            ,6130.35
10/19/2002,Rock,The Wu Gamble                                                                                       ,Madison Road Bar                                                                                    ,CA,Oceanside                                         ,7643.38
10/24/2002,Rock,Belligerant Chaterjee                                                                               ,Jessica's on Wilson                                                                                 ,AR,Atkins                                            ,9553.47
10/25/2002,Pop,Good Anna                                                                                           ,Dorothy's                                                                                           ,CA,Redwood City                                      ,7624.35
10/29/2002,Classical,Needless Cai                                                                                        ,Jessica's on Wilson                                                                                 ,AR,Atkins                                            ,4799.01
11/1/2002,Jazz,Kazumi Suzuki                                                                                       ,Madison Road Bar                                                                                    ,CA,Oceanside                                         ,2401.77
11/7/2002,Rap,Resolute Sage                                                                                       ,Fourth Road Bar and Grill                                                                           ,AZ,Queen Creek                                       ,3915.24
11/11/2002,Jazz,Hit The Heart                                                                                       ,Grace's                                                                                             ,Texas,Garland                                           ,2342.7
12/6/2002,,Lyrical Gutierrez                                                                                   ,Cheetah Expressway Bar                                                                              ,CA,Mission Viejo                                     ,1656.1
12/9/2002,Rock,Gladden The Storm                                                                                   ,Jessica's on Wilson                                                                                 ,AR,Atkins                                            ,6148.49
12/13/2002,Jazz,The Resolute Fools                                                                                  ,Roberto's on Grant                                                                                  ,Texas,Temple                                            ,2153.31
12/30/2002,Pop,Wooden Huang                                                                                        ,Grant Expressway Bar                                                                                ,CA,Canoga Park                                       ,8698.22
1/6/2003,Rap,Dai Liu                                                                                             ,Anjali's on Puma                                                                                    ,CA,Petaluma                                          ,49216.45
1/10/2003,,The King Project                                                                                    ,Dorothy's                                                                                           ,CA,Redwood City                                      ,6852.01
1/22/2003,Rap,The Habitual Agents                                                                                 ,Dorothy's                                                                                           ,CA,Redwood City                                      ,2476.31
2/11/2003,Jazz,The Imperfect Winds                                                                                 ,Anjali's on Puma                                                                                    ,CA,Petaluma                                          ,1972.5
2/14/2003,Jazz,Vagabond Peng                                                                                       ,Fourth Road Bar and Grill                                                                           ,AZ,Queen Creek                                       ,8875.03
2/15/2003,,The King Project                                                                                    ,Anjali's on Puma                                                                                    ,CA,Petaluma                                          ,1322.3
2/26/2003,Jazz,The Resolute Fools                                                                                  ,Fourth Road Bar and Grill                                                                           ,AZ,Queen Creek                                       ,5124.14
2/27/2003,,Kiyoshi And The Data                                                                                ,Madison Road Bar                                                                                    ,CA,Oceanside                                         ,7986.95
2/27/2003,Gospel,Spill The Winter                                                                                    ,Yukiko's                                                                                            ,CA,Santee                                            ,8375.02
3/5/2003,Rock,Gladden The Storm                                                                                   ,Anjali's on Puma                                                                                    ,CA,Petaluma                                          ,3053.8
3/13/2003,Pop,Pablo Rivera                                                                                        ,Matthew's Bar and Grill                                                                             ,AR,Little Rock                                       ,5882.17
3/18/2003,Rock,Gladden The Storm                                                                                   ,Hui's Club                                                                                          ,LA,Baton Rouge                                       ,2869.68
3/19/2003,Classical,Subdued Hui                                                                                         ,Madison Road Bar                                                                                    ,CA,Oceanside                                         ,4136.65
3/27/2003,Classical,Pablo Rodriguez                                                                                     ,Tadashi's                                                                                           ,CA,San Jose                                          ,6394.46
4/8/2003,Rap,Ordinary Honor                                                                                      ,Hui's Club                                                                                          ,LA,Baton Rouge                                       ,4821.5
4/11/2003,,The Castillo Group                                                                                  ,Hui's Club                                                                                          ,LA,Baton Rouge                                       ,2409.68
4/17/2003,,The King Project                                                                                    ,Tadashi's                                                                                           ,CA,San Jose                                          ,8974.56
4/18/2003,,William Scott                                                                                       ,Ayaka's on Henry                                                                                    ,AR,Texarkana                                         ,7657.36
4/21/2003,Classical,Beat The Wheel                                                                                      ,Roberto's on Grant                                                                                  ,Texas,Temple                                            ,4252.58
4/22/2003,Pop,The Metal Gang                                                                                      ,Anjali's on Puma                                                                                    ,CA,Petaluma                                          ,41816.36
4/27/2003,Gospel,Spill The Winter                                                                                    ,Madison Road Bar                                                                                    ,CA,Oceanside                                         ,3362.74
5/2/2003,Classical,Beat The Wheel                                                                                      ,Jessica's on Wilson                                                                                 ,AR,Atkins                                            ,5039.17
5/12/2003,Rock,Takumi Yoshida                                                                                      ,Hiroki's                                                                                            ,LA,Maurepas                                          ,9423.68
5/15/2003,Rap,Ordinary Honor                                                                                      ,Madison Road Bar                                                                                    ,CA,Oceanside                                         ,4927.07
6/3/2003,Classical,Beat The Wheel                                                                                      ,Ayaka's on Henry                                                                                    ,AR,Texarkana                                         ,1681.05
6/16/2003,Pop,Magical Guo                                                                                         ,Madison Road Bar                                                                                    ,CA,Oceanside                                         ,4656.22
6/17/2003,Gospel,Misaki And The Hungers                                                                              ,Noriko's Bar                                                                                        ,OK,Tulsa                                             ,7075.89
6/21/2003,Rock,Tranquil Winter                                                                                     ,Hiroki's                                                                                            ,LA,Maurepas                                          ,3024.76
6/22/2003,,The Khatri Cartel                                                                                   ,Grant Expressway Bar                                                                                ,CA,Canoga Park                                       ,8681.9
9/1/2008,,Alleged Pandit                                                                                      ,Fourth Road Bar and Grill                                                                           ,AZ,Queen Creek                                       ,3907.59
9/2/2008,Pop,Learned Davis                                                                                       ,Amar's Bar and Grill                                                                                ,AR,Fort Smith                                        ,3412.64
9/7/2008,Jazz,The Resolute Fools                                                                                  ,Fourth Road Bar and Grill                                                                           ,AZ,Queen Creek                                       ,1356.35
9/11/2008,Gospel,Cry The Abstraction                                                                                 ,Anjali's on Puma                                                                                    ,CA,Petaluma                                          ,2418.69
9/14/2008,Gospel,The Sage Players                                                                                    ,Noriko's Bar                                                                                        ,OK,Tulsa                                             ,8517.73
9/26/2008,Pop,Gang Wang                                                                                           ,Grace's                                                                                             ,Texas,Garland                                           ,9262.74
9/26/2008,Jazz,Kazumi Suzuki                                                                                       ,Roberto's on Grant                                                                                  ,Texas,Temple                                            ,8827.67
10/3/2008,Classical,Save The Society                                                                                    ,Tadashi's                                                                                           ,CA,San Jose                                          ,5064.93
7/16/2001,Rap,Ordinary Honor                                                                                      ,Noriko's Bar                                                                                        ,OK,Tulsa                                             ,4583.37
7/17/2001,,Nosy Inoue                                                                                          ,Ayaka's on Henry                                                                                    ,AR,Texarkana                                         ,8407.27
8/30/2001,,Cry The Agent                                                                                       ,Roberto's on Grant                                                                                  ,Texas,Temple                                            ,4029.21
9/7/2001,,Hollow Society                                                                                      ,Gang's on Third                                                                                     ,Texas,Fort Stockton                                     ,6469.03
10/3/2001,Pop,Gang Wang                                                                                           ,Madison Road Bar                                                                                    ,CA,Oceanside                                         ,5485.35
10/27/2001,Pop,The Rao Disaster                                                                                    ,Dorothy's                                                                                           ,CA,Redwood City                                      ,7365.47
11/10/2001,Jazz,Jacob Watson                                                                                        ,Gang's on Third                                                                                     ,Texas,Fort Stockton                                     ,67516.21
11/15/2001,,The Rivera Gamble                                                                                   ,Madison Road Bar                                                                                    ,CA,Oceanside                                         ,8329.21
11/18/2001,Rock,Takumi Yoshida                                                                                      ,Gang's on Third                                                                                     ,Texas,Fort Stockton                                     ,3411.77
11/19/2001,,Cry The Agent                                                                                       ,Hui's Club                                                                                          ,LA,Baton Rouge                                       ,1075.4
11/26/2001,,William Scott                                                                                       ,Yukiko's                                                                                            ,CA,Santee                                            ,2329.9
12/7/2001,Classical,The Campbell Players                                                                                ,Jessica's on Wilson                                                                                 ,AR,Atkins                                            ,5702.92
12/10/2001,Gospel,Misaki And The Hungers                                                                              ,Jessica's on Wilson                                                                                 ,AR,Atkins                                            ,8931.21
12/28/2001,Gospel,Misaki And The Hungers                                                                              ,Matthew's Bar and Grill                                                                             ,AR,Little Rock                                       ,2569.34
1/4/2002,Gospel,Misaki And The Hungers                                                                              ,Dorothy's                                                                                           ,CA,Redwood City                                      ,8016.39
1/13/2002,Gospel,The Sage Players                                                                                    ,Noriko's Bar                                                                                        ,OK,Tulsa                                             ,8373.49
1/28/2002,Rap,Bao Guo                                                                                             ,Hiroki's                                                                                            ,LA,Maurepas                                          ,9742.94
1/29/2002,,William Scott                                                                                       ,Yukiko's                                                                                            ,CA,Santee                                            ,7329.39
2/1/2002,Jazz,Jacob Watson                                                                                        ,Grant Expressway Bar                                                                                ,CA,Canoga Park                                       ,47534.09
2/4/2002,,The Thomas Disaster                                                                                 ,Matthew's Bar and Grill                                                                             ,AR,Little Rock                                       ,3585.76
2/11/2002,Pop,Fight The Winter                                                                                    ,Yukiko's                                                                                            ,CA,Santee                                            ,5514.29
2/14/2002,Gospel,Misaki And The Hungers                                                                              ,Fourth Road Bar and Grill                                                                           ,AZ,Queen Creek                                       ,5653.56
2/16/2002,,The Thomas Disaster                                                                                 ,Fourth Road Bar and Grill                                                                           ,AZ,Queen Creek                                       ,6176.68
3/3/2002,Rap,Kala Singh                                                                                          ,Madison Road Bar                                                                                    ,CA,Oceanside                                         ,5614.07
3/3/2002,Rap,Rabid Mendoza                                                                                       ,Hui's Club                                                                                          ,LA,Baton Rouge                                       ,8230.89
3/16/2002,,William Scott                                                                                       ,Matthew's Bar and Grill                                                                             ,AR,Little Rock                                       ,2881.14
3/24/2002,Classical,Subdued Hui                                                                                         ,Roberto's on Grant                                                                                  ,Texas,Temple                                            ,2169.28
3/28/2002,Gospel,The Data Posse                                                                                      ,Cheetah Expressway Bar                                                                              ,CA,Mission Viejo                                     ,4730.01
4/29/2002,,Taylor Johnson                                                                                      ,Madison Road Bar                                                                                    ,CA,Oceanside                                         ,76990.66
5/3/2002,Pop,Capricious Future                                                                                   ,Roberto's on Grant                                                                                  ,Texas,Temple                                            ,5030.96
5/5/2002,Classical,Lian He                                                                                             ,Dorothy's                                                                                           ,CA,Redwood City                                      ,91900.46
5/15/2002,,The Thomas Disaster                                                                                 ,Jessica's on Wilson                                                                                 ,AR,Atkins                                            ,1068.99
5/20/2002,Rock,Tranquil Winter                                                                                     ,Matthew's Bar and Grill                                                                             ,AR,Little Rock                                       ,4879.94
5/31/2002,Pop,The Friendly Project                                                                                ,Amar's Bar and Grill                                                                                ,AR,Fort Smith                                        ,3693.27
6/5/2002,Pop,Capricious Future                                                                                   ,Roberto's on Grant                                                                                  ,Texas,Temple                                            ,2331.69
6/17/2002,Rock,Prakash Chaterjee                                                                                   ,Ayaka's on Henry                                                                                    ,AR,Texarkana                                         ,31041.77
6/17/2002,Rock,The Wu Gamble                                                                                       ,Noriko's Bar                                                                                        ,OK,Tulsa                                             ,7976.93
6/19/2002,,Amalia Gutierrez                                                                                    ,Grace's                                                                                             ,Texas,Garland                                           ,1481.16
6/23/2002,Gospel,The Data Posse                                                                                      ,Hui's Club                                                                                          ,LA,Baton Rouge                                       ,9605.5
6/27/2002,,Absurd Huang                                                                                        ,Gang's on Third                                                                                     ,Texas,Fort Stockton                                     ,7362.2
6/28/2002,Rap,Govind Kumar                                                                                        ,Roberto's on Grant                                                                                  ,Texas,Temple                                            ,4967.08
7/2/2002,,Taylor Johnson                                                                                      ,Cheetah Expressway Bar                                                                              ,CA,Mission Viejo                                     ,8154.05
7/5/2002,Classical,The Macabre Galaxies                                                                                ,Grace's                                                                                             ,Texas,Garland                                           ,8166.26
7/7/2002,Rap,Rabid Mendoza                                                                                       ,Gang's on Third                                                                                     ,Texas,Fort Stockton                                     ,2912.69
7/12/2002,,Sofia Moreno                                                                                        ,Hiroki's                                                                                            ,LA,Maurepas                                          ,5455.23
7/15/2002,Classical,Tyler Clark                                                                                         ,Noriko's Bar                                                                                        ,OK,Tulsa                                             ,7657.84
7/25/2002,Classical,The Abusive Einsteins                                                                               ,Anjali's on Puma                                                                                    ,CA,Petaluma                                          ,9632.12
7/28/2002,Rap,Madison Morison                                                                                     ,Grant Expressway Bar                                                                                ,CA,Canoga Park                                       ,3936.11
8/4/2002,Jazz,The Literate Posse                                                                                  ,Dorothy's                                                                                           ,CA,Redwood City                                      ,4082.99
8/12/2002,Jazz,The Saigal Gang                                                                                     ,Amar's Bar and Grill                                                                                ,AR,Fort Smith                                        ,5331.11
8/15/2002,,Sofia Moreno                                                                                        ,Amar's Bar and Grill                                                                                ,AR,Fort Smith                                        ,9722.75
8/16/2002,Rap,Rabid Mendoza                                                                                       ,Dorothy's                                                                                           ,CA,Redwood City                                      ,3137.88
8/19/2002,Rock,Suman Sawhney                                                                                       ,Gang's on Third                                                                                     ,Texas,Fort Stockton                                     ,1506.73
8/20/2002,,Masahiro Tanaka                                                                                     ,Jessica's on Wilson                                                                                 ,AR,Atkins                                            ,6971.51
8/22/2002,,The Savant Posse                                                                                    ,Gang's on Third                                                                                     ,Texas,Fort Stockton                                     ,5159
9/5/2002,,The Illegal Einsteins                                                                               ,Dorothy's                                                                                           ,CA,Redwood City                                      ,3674.43
9/22/2002,,Taylor Johnson                                                                                      ,Cheetah Expressway Bar                                                                              ,CA,Mission Viejo                                     ,1854.65
9/26/2002,Pop,Vivacious Saigal                                                                                    ,Tadashi's                                                                                           ,CA,San Jose                                          ,2184.1
9/28/2002,Classical,The Macabre Galaxies                                                                                ,Dorothy's                                                                                           ,CA,Redwood City                                      ,2595.49
9/30/2002,Rap,Resolute Sage                                                                                       ,Grace's                                                                                             ,Texas,Garland                                           ,4045.34
10/1/2002,,Anna Williams                                                                                       ,Amar's Bar and Grill                                                                                ,AR,Fort Smith                                        ,5452.26
10/6/2002,Pop,Faulty Ground                                                                                       ,Grace's                                                                                             ,Texas,Garland                                           ,4899.18
10/7/2002,Jazz,Hit The Heart                                                                                       ,Matthew's Bar and Grill                                                                             ,AR,Little Rock                                       ,3406.83
10/9/2002,,Cheng Liang                                                                                         ,Amar's Bar and Grill                                                                                ,AR,Fort Smith                                        ,2776.31
10/11/2002,,The Illegal Einsteins                                                                               ,Dorothy's                                                                                           ,CA,Redwood City                                      ,4591.61
10/13/2002,Rap,Madison Morison                                                                                     ,Tadashi's                                                                                           ,CA,San Jose                                          ,4796.19
10/14/2002,Rock,Glide The Abstraction                                                                               ,Amar's Bar and Grill                                                                                ,AR,Fort Smith                                        ,3440.31
